plan_id,status,output_visible_cycles,final_ack_cycles,quiescent_cycles,payload_router_byte_hops,full_protocol_flit_hops,dependency_only_DAG_ticks
p0042,valid,2419.6666666666665,2530.6666666666665,2546.6666666666665,161792,6248,48872
p0043,valid,2577.0,2688.0,2704.0,161792,6248,48872
p0044,valid,2451.6666666666665,2562.6666666666665,2578.6666666666665,161792,6248,50024
p0045,valid,2609.0,2720.0,2736.0,161792,6248,50024
p0046,valid,2483.6666666666665,2594.6666666666665,2610.6666666666665,161792,6248,51176
p0047,valid,2641.0,2752.0,2768.0,161792,6248,51176
p0048,valid,2336.777777777778,2456.777777777778,2472.777777777778,59392,3048,42392
p0049,valid,2430.3333333333335,2550.3333333333335,2566.3333333333335,59392,3048,42392
p0050,valid,2368.777777777778,2488.777777777778,2504.777777777778,59392,3048,43544
p0051,valid,2462.3333333333335,2582.3333333333335,2598.3333333333335,59392,3048,43544
p0052,valid,2400.777777777778,2520.777777777778,2536.777777777778,59392,3048,44696
p0053,valid,2494.3333333333335,2614.3333333333335,2630.3333333333335,59392,3048,44696
p0054,valid,2354.777777777778,2474.777777777778,2490.777777777778,63488,3176,43040
p0055,valid,2447.0,2567.0,2583.0,63488,3176,43040
p0056,valid,2386.777777777778,2506.777777777778,2522.777777777778,63488,3176,44192
p0057,valid,2479.0,2599.0,2615.0,63488,3176,44192
p0058,valid,2418.777777777778,2538.777777777778,2554.777777777778,63488,3176,45344
p0059,valid,2511.0,2631.0,2647.0,63488,3176,45344
p0060,valid,2334.777777777778,2463.777777777778,2479.777777777778,108544,4584,48224
p0061,valid,2479.4444444444443,2608.4444444444443,2624.4444444444443,108544,4584,48224
p0062,valid,2329.777777777778,2458.777777777778,2474.777777777778,108544,4584,49376
p0063,valid,2479.4444444444443,2608.4444444444443,2624.4444444444443,108544,4584,49376
p0064,valid,2329.777777777778,2458.777777777778,2474.777777777778,108544,4584,50528
p0065,valid,2479.4444444444443,2608.4444444444443,2624.4444444444443,108544,4584,50528
p0066,valid,2334.777777777778,2445.777777777778,2461.777777777778,112640,4712,48872
p0067,valid,2480.777777777778,2591.777777777778,2607.777777777778,112640,4712,48872
p0068,valid,2331.1111111111113,2442.1111111111113,2458.1111111111113,112640,4712,50024
p0069,valid,2480.777777777778,2591.777777777778,2607.777777777778,112640,4712,50024
p0070,valid,2331.1111111111113,2442.1111111111113,2458.1111111111113,112640,4712,51176
p0071,valid,2480.777777777778,2591.777777777778,2607.777777777778,112640,4712,51176
p0072,valid,2253.777777777778,2373.777777777778,2389.777777777778,108544,4584,42392
p0073,valid,2417.777777777778,2537.777777777778,2553.777777777778,108544,4584,42392
p0074,valid,2285.777777777778,2405.777777777778,2421.777777777778,108544,4584,43544
p0075,valid,2449.777777777778,2569.777777777778,2585.777777777778,108544,4584,43544
p0076,valid,2317.777777777778,2437.777777777778,2453.777777777778,108544,4584,44696
p0077,valid,2481.777777777778,2601.777777777778,2617.777777777778,108544,4584,44696
p0078,valid,2271.777777777778,2391.777777777778,2407.777777777778,112640,4712,43040
p0079,valid,2434.4444444444443,2554.4444444444443,2570.4444444444443,112640,4712,43040
p0080,valid,2303.777777777778,2423.777777777778,2439.777777777778,112640,4712,44192
p0081,valid,2466.4444444444443,2586.4444444444443,2602.4444444444443,112640,4712,44192
p0082,valid,2335.777777777778,2455.777777777778,2471.777777777778,112640,4712,45344
p0083,valid,2498.4444444444443,2618.4444444444443,2634.4444444444443,112640,4712,45344
p0084,valid,2418.3333333333335,2547.3333333333335,2563.3333333333335,157696,6120,48224
p0085,valid,2577.0,2706.0,2722.0,157696,6120,48224
p0086,valid,2450.3333333333335,2579.3333333333335,2595.3333333333335,157696,6120,49376
p0087,valid,2609.0,2738.0,2754.0,157696,6120,49376
p0088,valid,2482.3333333333335,2611.3333333333335,2627.3333333333335,157696,6120,50528
p0089,valid,2641.0,2770.0,2786.0,157696,6120,50528
p0090,valid,2419.6666666666665,2530.6666666666665,2546.6666666666665,161792,6248,48872
p0091,valid,2577.0,2688.0,2704.0,161792,6248,48872
p0092,valid,2451.6666666666665,2562.6666666666665,2578.6666666666665,161792,6248,50024
p0093,valid,2609.0,2720.0,2736.0,161792,6248,50024
p0094,valid,2483.6666666666665,2594.6666666666665,2610.6666666666665,161792,6248,51176
p0095,valid,2641.0,2752.0,2768.0,161792,6248,51176
p0096,valid,2555.8888888888887,2675.8888888888887,2691.8888888888887,75776,3584,46280
p0097,valid,2644.1111111111113,2764.1111111111113,2780.1111111111113,75776,3584,48420
p0098,valid,2513.4444444444443,2642.4444444444443,2658.4444444444443,75776,3584,47432
p0099,valid,2696.5555555555557,2825.5555555555557,2841.5555555555557,75776,3584,49572
p0100,valid,2513.4444444444443,2642.4444444444443,2658.4444444444443,75776,3584,48584
p0101,valid,2696.5555555555557,2825.5555555555557,2841.5555555555557,75776,3584,50724
p0102,valid,2572.5555555555557,2692.5555555555557,2708.5555555555557,79872,3712,46928
p0103,valid,2662.1111111111113,2782.1111111111113,2798.1111111111113,79872,3712,49068
p0104,valid,2530.1111111111113,2641.1111111111113,2657.1111111111113,79872,3712,48080
p0105,valid,2666.1111111111113,2777.1111111111113,2793.1111111111113,79872,3712,50220
p0106,valid,2530.1111111111113,2641.1111111111113,2657.1111111111113,79872,3712,49232
p0107,valid,2666.1111111111113,2777.1111111111113,2793.1111111111113,79872,3712,51372
p0108,valid,2348.777777777778,2477.777777777778,2493.777777777778,124928,5120,52112
p0109,valid,2605.4444444444443,2734.4444444444443,2750.4444444444443,124928,5120,54252
p0110,valid,2380.777777777778,2509.777777777778,2525.777777777778,124928,5120,53264
p0111,valid,2637.4444444444443,2766.4444444444443,2782.4444444444443,124928,5120,55404
p0112,valid,2412.777777777778,2541.777777777778,2557.777777777778,124928,5120,54416
p0113,valid,2669.4444444444443,2798.4444444444443,2814.4444444444443,124928,5120,56556
p0114,valid,2366.777777777778,2477.777777777778,2493.777777777778,129024,5248,52760
p0115,valid,2624.777777777778,2735.777777777778,2751.777777777778,129024,5248,54900
p0116,valid,2398.777777777778,2509.777777777778,2525.777777777778,129024,5248,53912
p0117,valid,2656.777777777778,2767.777777777778,2783.777777777778,129024,5248,56052
p0118,valid,2430.777777777778,2541.777777777778,2557.777777777778,129024,5248,55064
p0119,valid,2688.777777777778,2799.777777777778,2815.777777777778,129024,5248,57204
p0120,valid,2380.1111111111113,2509.1111111111113,2525.1111111111113,116736,4864,46280
p0121,valid,2637.777777777778,2766.777777777778,2782.777777777778,116736,4864,48420
p0122,valid,2380.1111111111113,2509.1111111111113,2525.1111111111113,116736,4864,47432
p0123,valid,2637.777777777778,2766.777777777778,2782.777777777778,116736,4864,49572
p0124,valid,2380.1111111111113,2509.1111111111113,2525.1111111111113,116736,4864,48584
p0125,valid,2637.777777777778,2766.777777777778,2782.777777777778,116736,4864,50724
p0126,valid,2396.777777777778,2507.777777777778,2523.777777777778,120832,4992,46928
p0127,valid,2732.5555555555557,2843.5555555555557,2859.5555555555557,120832,4992,49068
p0128,valid,2396.777777777778,2507.777777777778,2523.777777777778,120832,4992,48080
p0129,valid,2732.5555555555557,2843.5555555555557,2859.5555555555557,120832,4992,50220
p0130,valid,2396.777777777778,2507.777777777778,2523.777777777778,120832,4992,49232
p0131,valid,2732.5555555555557,2843.5555555555557,2859.5555555555557,120832,4992,51372
p0132,valid,2507.777777777778,2636.777777777778,2652.777777777778,165888,6400,52112
p0133,valid,2778.1111111111113,2907.1111111111113,2923.1111111111113,165888,6400,54252
p0134,valid,2507.777777777778,2636.777777777778,2652.777777777778,165888,6400,53264
p0135,valid,2778.1111111111113,2907.1111111111113,2923.1111111111113,165888,6400,55404
p0136,valid,2508.0,2637.0,2653.0,165888,6400,54416
p0137,valid,2778.1111111111113,2907.1111111111113,2923.1111111111113,165888,6400,56556
p0138,valid,2525.777777777778,2636.777777777778,2652.777777777778,169984,6528,52760
p0139,valid,2949.4444444444443,3060.4444444444443,3076.4444444444443,169984,6528,54900
p0140,valid,2525.777777777778,2636.777777777778,2652.777777777778,169984,6528,53912
p0141,valid,2949.4444444444443,3060.4444444444443,3076.4444444444443,169984,6528,56052
p0142,valid,2526.0,2637.0,2653.0,169984,6528,55064
p0143,valid,2949.4444444444443,3060.4444444444443,3076.4444444444443,169984,6528,57204
p0144,valid,2292.0,2421.0,2437.0,59392,3048,46604
p0145,valid,2568.777777777778,2697.777777777778,2713.777777777778,59392,3048,48744
p0146,valid,2324.0,2453.0,2469.0,59392,3048,46604
p0147,valid,2600.777777777778,2729.777777777778,2745.777777777778,59392,3048,48744
p0148,valid,2356.0,2485.0,2501.0,59392,3048,46604
p0149,valid,2632.777777777778,2761.777777777778,2777.777777777778,59392,3048,48744
p0150,valid,2308.6666666666665,2419.6666666666665,2435.6666666666665,63488,3176,47252
p0151,valid,2548.222222222222,2659.222222222222,2675.222222222222,63488,3176,49392
p0152,valid,2340.6666666666665,2451.6666666666665,2467.6666666666665,63488,3176,47252
p0153,valid,2580.222222222222,2691.222222222222,2707.222222222222,63488,3176,49392
p0154,valid,2372.6666666666665,2483.6666666666665,2499.6666666666665,63488,3176,47252
p0155,valid,2612.222222222222,2723.222222222222,2739.222222222222,63488,3176,49392
p0156,valid,2339.777777777778,2468.777777777778,2484.777777777778,108544,4584,51788
p0157,valid,2596.4444444444443,2725.4444444444443,2741.4444444444443,108544,4584,53928
p0158,valid,2340.1111111111113,2469.1111111111113,2485.1111111111113,108544,4584,51788
p0159,valid,2596.777777777778,2725.777777777778,2741.777777777778,108544,4584,53928
p0160,valid,2338.777777777778,2467.777777777778,2483.777777777778,108544,4584,51788
p0161,valid,2597.777777777778,2726.777777777778,2742.777777777778,108544,4584,53928
p0162,valid,2357.777777777778,2468.777777777778,2484.777777777778,112640,4712,52436
p0163,valid,2615.777777777778,2726.777777777778,2742.777777777778,112640,4712,54576
p0164,valid,2358.1111111111113,2469.1111111111113,2485.1111111111113,112640,4712,52436
p0165,valid,2616.1111111111113,2727.1111111111113,2743.1111111111113,112640,4712,54576
p0166,valid,2356.777777777778,2467.777777777778,2483.777777777778,112640,4712,52436
p0167,valid,2617.1111111111113,2728.1111111111113,2744.1111111111113,112640,4712,54576
p0168,valid,2280.777777777778,2409.777777777778,2425.777777777778,108544,4584,46604
p0169,valid,2538.777777777778,2667.777777777778,2683.777777777778,108544,4584,48744
p0170,valid,2312.777777777778,2441.777777777778,2457.777777777778,108544,4584,46604
p0171,valid,2570.777777777778,2699.777777777778,2715.777777777778,108544,4584,48744
p0172,valid,2344.777777777778,2473.777777777778,2489.777777777778,108544,4584,46604
p0173,valid,2602.777777777778,2731.777777777778,2747.777777777778,108544,4584,48744
p0174,valid,2298.777777777778,2409.777777777778,2425.777777777778,112640,4712,47252
p0175,valid,2555.4444444444443,2666.4444444444443,2682.4444444444443,112640,4712,49392
p0176,valid,2330.777777777778,2441.777777777778,2457.777777777778,112640,4712,47252
p0177,valid,2587.4444444444443,2698.4444444444443,2714.4444444444443,112640,4712,49392
p0178,valid,2362.777777777778,2473.777777777778,2489.777777777778,112640,4712,47252
p0179,valid,2619.4444444444443,2730.4444444444443,2746.4444444444443,112640,4712,49392
p0180,valid,2425.5555555555557,2554.5555555555557,2570.5555555555557,157696,6120,51788
p0181,valid,2692.4444444444443,2821.4444444444443,2837.4444444444443,157696,6120,53928
p0182,valid,2457.5555555555557,2586.5555555555557,2602.5555555555557,157696,6120,51788
p0183,valid,2724.4444444444443,2853.4444444444443,2869.4444444444443,157696,6120,53928
p0184,valid,2489.5555555555557,2618.5555555555557,2634.5555555555557,157696,6120,51788
p0185,valid,2756.4444444444443,2885.4444444444443,2901.4444444444443,157696,6120,53928
p0186,valid,2443.5555555555557,2554.5555555555557,2570.5555555555557,161792,6248,52436
p0187,valid,2710.4444444444443,2821.4444444444443,2837.4444444444443,161792,6248,54576
