config,group,case,target,mode,policy,n,latency_mean,latency_p95,paired_reduction_pct,ci95_low,ci95_high,tasks,sram_high_water_bytes,search_unique,search_budget_exhausted
flux2_klein4b_single_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,service,B2,32,13295.4158741357,14259.526395582958,-7.440673189326146,-7.559392236606537,-7.3219541420457555,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,service,B8,32,13403.4158741357,14367.526395582958,-8.315093977625628,-8.447764773661493,-8.182423181589762,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,service,H2,32,13295.4158741357,14259.526395582958,-7.440673189326146,-7.559392236606537,-7.3219541420457555,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,calendar,S8,32,15398.758664217106,15466.25,-1.085505460500597,-1.1215201285805438,-1.04949079242065,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,calendar,S,32,15233.420182940694,15308.352310569262,0.0,0.0,0.0,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,calendar,B0,32,16162.57415220082,16238.5625,-6.099687930608009,-6.175418063843708,-6.02395779737231,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,calendar,B2,32,16186.774731870066,16269.914810569262,-6.258310682474347,-6.289465242074127,-6.227156122874567,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,calendar,B8,32,16250.995483013538,16347.135255196368,-6.680424598844903,-6.795428152569408,-6.565421045120398,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,calendar,H2,32,16186.774731870066,16269.914810569262,-6.258310682474347,-6.289465242074127,-6.227156122874567,23,160448,145,True
qwen35_full_decode_attention_fused__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,service,S8,32,9114.314971605556,10291.168790999352,0.0,0.0,0.0,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,service,S,32,9114.314971605556,10291.168790999352,0.0,0.0,0.0,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,service,B0,32,9104.871794360772,10275.168790999352,0.1022946332861246,0.07200703633025174,0.13258223024199747,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,service,B2,32,9136.621794360772,10305.168790999352,-0.248340448508311,-0.28859051491118903,-0.20809038210543296,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,service,B8,32,9232.82186037131,10395.168790999352,-1.310393596058199,-1.384698068114508,-1.2360891240018899,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,service,H2,32,9136.621794360772,10305.168790999352,-0.248340448508311,-0.28859051491118903,-0.20809038210543296,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,calendar,S8,32,11902.70573589993,11948.5,-0.3068715419481436,-0.3216591327491985,-0.2920839511470887,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,calendar,S,32,11866.297973317318,11914.771479214527,0.0,0.0,0.0,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,calendar,B0,32,11885.770011577799,11932.5,-0.1641133379024166,-0.16794517415579632,-0.1602815016490369,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,calendar,B2,32,11916.217201927784,11962.230885323203,-0.42078434827509864,-0.46703161420371603,-0.37453708234648125,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,calendar,B8,32,12007.113134059153,12054.0,-1.1874548129605176,-1.3085293665597868,-1.0663802593612484,28,149824,152,True
qwen35_full_decode_attention_fused__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode_attention_fused,split_engine_ports,calendar,H2,32,11916.217201927784,11962.230885323203,-0.42078434827509864,-0.46703161420371603,-0.37453708234648125,28,149824,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,service,S8,32,11535.337926669246,12681.021641796657,-1.0429612515587126,-1.93000482685808,-0.15591767625934505,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,service,S,32,11418.527728562065,12470.734490622917,0.0,0.0,0.0,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,service,B0,32,11685.653677354243,12776.029758953948,-2.3605643607772095,-3.488453710452488,-1.232675011101931,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,service,B2,32,11746.632031692761,12814.029758953948,-2.9017136072605654,-3.9713170265043987,-1.8321101880167323,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,service,B8,32,11777.106492568922,12928.02975895395,-3.130490960676192,-4.164952470529769,-2.0960294508226145,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,service,H2,32,11746.632031692761,12814.029758953948,-2.9017136072605654,-3.9713170265043987,-1.8321101880167323,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,S8,32,13932.617504433878,13982.999999999998,-0.12157819626571283,-0.15139487431935014,-0.09176151821207551,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,S,32,13915.707893392882,13967.999999999998,0.0,0.0,0.0,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,B0,32,15112.133205133632,15134.0,-8.59846498245331,-8.702993260211471,-8.493936704695148,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,B2,32,15177.987699437792,15197.000000000004,-9.071801741956538,-9.185692587504054,-8.957910896409022,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,B8,32,15303.672795125665,15360.561206522672,-9.974160222224842,-10.017044807265899,-9.931275637183786,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,H2,32,15177.987699437792,15197.000000000004,-9.071801741956538,-9.185692587504054,-8.957910896409022,37,205312,152,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,service,S8,32,11408.31122122262,12325.544872631392,0.0,0.0,0.0,12,135808,74,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,service,S,32,11408.31122122262,12325.544872631392,0.0,0.0,0.0,12,135808,74,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,service,B0,32,11424.90513745728,12338.039529452153,-0.14634600560328492,-0.1604313615527611,-0.13226064965380874,12,135808,74,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,service,B2,32,11446.90513745728,12360.039529452153,-0.3396989033346362,-0.3555867712602299,-0.3238110354090425,12,135808,74,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,service,B8,32,11512.90513745728,12426.039529452153,-0.91975759652869,-0.9434325883655222,-0.8960826046918579,12,135808,74,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,service,H2,32,11446.90513745728,12360.039529452153,-0.3396989033346362,-0.3555867712602299,-0.3238110354090425,12,135808,74,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,S8,32,13571.144947195497,13617.000000000004,-0.5968217141948611,-0.7545210141929756,-0.4391224141967466,12,135808,143,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,S,32,13490.773061178608,13549.0,0.0,0.0,0.0,12,135808,143,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,B0,32,13594.25776806524,13660.25,-0.7680119986220725,-0.9314495040094557,-0.6045744932346893,12,135808,143,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,B2,32,13611.497718611157,13679.311206522672,-0.8957453223010131,-1.0626202802044726,-0.7288703643975536,12,135808,143,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,B8,32,13657.611010290699,13738.379851201815,-1.2370936979348732,-1.3724038104294172,-1.1017835854403293,12,135808,143,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,split_engine_ports,calendar,H2,32,13611.497718611157,13679.311206522672,-0.8957453223010131,-1.0626202802044726,-0.7288703643975536,12,135808,143,True
